software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id
Nozomi Networks Guardian,CSC-059,Industrial Control System & OT Security,Security Stack,Planned (PQC discovery 2026),"OT/IoT network monitoring platform with passive traffic analysis and cryptographic inventory capabilities. Guardian identifies deprecated cryptographic algorithms in ICS protocols (Modbus, DNP3, IEC 61850) and generates PQC migration reports for IEC 62351-9 readiness assessment.",Commercial,Proprietary,24.1,2025-10-01,No,High,Appliance Virtual,Energy Utilities Manufacturing Government,https://www.nozominetworks.com/products/guardian,,"OT/IoT security platform offering real-time monitoring, asset inventory, and cryptographic discovery for industrial control system environments.",Trusted Vendor,Verified,2026-03-07,"assess,plan",energy-utilities-pqc;iot-ot-pqc;network-security-pqc,VND-130
Fortinet FortiGate-Rugged,CSC-059,Industrial Control System & OT Security,Network,Planned (FortiOS 7.6),Ruggedized next-generation firewall designed for harsh industrial and utility environments. FortiOS 7.6 adds ML-KEM hybrid TLS and ML-DSA for OT VPN tunnels (IKEv2/IPsec). Supports IEC 62443 security zones and conduit model for SCADA network segmentation.,Commercial,Proprietary,7.4.4,2025-09-20,No,Critical,Appliance,Energy Utilities Manufacturing Industrial Government,https://www.fortinet.com/products/next-generation-firewall/fortigate-rugged,,"Industrial-grade NGFW with OT protocol inspection, IEC 62443 compliance, and PQC-ready VPN for energy and utility SCADA network security.",Trusted Vendor,Verified,2026-03-07,"migrate,launch",energy-utilities-pqc;iot-ot-pqc;network-security-pqc;vpn-ssh-pqc,VND-016
Siemens SINEMA Remote Connect,CSC-059,Industrial Control System & OT Security,Application,Planned (2026),"Secure remote access management platform for industrial networks. Provides encrypted tunnels for remote maintenance of SCADA, DCS, and PLC systems. Siemens has indicated PQC-hybrid TLS support for SINEMA RC in 2026 to meet IEC 62443-3-3 SR 1.13 (use of cryptographically strong algorithms) with ML-KEM hybrid mode.",Commercial,Proprietary,3.2,2025-07-01,No,High,Cloud On-Premises,Energy Utilities Manufacturing Industrial Government,https://www.siemens.com/sinema-remote-connect,,"Industrial remote access platform enabling secure encrypted connectivity to OT devices and SCADA systems, with PQC-hybrid TLS roadmap for IEC 62443 compliance.",Trusted Vendor,Verified,2026-03-07,"plan,prepare",energy-utilities-pqc;iot-ot-pqc;migration-program;vpn-ssh-pqc,VND-126
Protect AI Guardian,CSC-060,AI/ML Security Platforms,Application,Planned (2026),"ML supply chain security platform for scanning AI model files (ONNX, PyTorch, TensorFlow, Pickle) for malicious payloads, backdoors, and cryptographic vulnerabilities. PQC roadmap includes ML-DSA-based model signing and ML-KEM-encrypted model artifact storage to secure AI supply chains against quantum-capable adversaries.",Commercial,Proprietary,1.8,2025-11-01,No,High,Cloud Linux,Technology Finance Healthcare Government Enterprise,https://protectai.com/guardian,,"AI/ML supply chain security platform providing model scanning, provenance verification, and cryptographic integrity checks for machine learning pipelines.",Trusted Vendor,Verified,2026-03-07,"assess,plan",ai-security-pqc;code-signing;healthcare-pqc;platform-eng-pqc,VND-145
HiddenLayer Model Scanner,CSC-060,AI/ML Security Platforms,Security Stack,Planned (2026),"Machine learning model security platform providing adversarial robustness testing, model integrity verification, and runtime threat detection. HiddenLayer (now part of Microsoft) is developing ML-DSA-based model signing capabilities to ensure AI model authenticity and integrity against quantum-capable supply chain attackers.",Commercial,Proprietary,2.3,2025-10-15,No,High,Cloud SaaS,Technology Finance Enterprise Government,https://hiddenlayer.com/model-scanner,,"AI security platform for detecting adversarial ML attacks, model tampering, and supply chain compromises with emerging PQC signing capabilities.",Trusted Vendor,Verified,2026-03-07,"assess,plan",ai-security-pqc;code-signing,VND-143
Cranium AI Security Platform,CSC-060,AI/ML Security Platforms,Application,Planned (2026),"AI security posture management (AI-SPM) platform providing risk assessment, data lineage tracking, and cryptographic posture visibility for enterprise AI deployments. Cranium's PQC readiness module assesses encryption protecting training data, model weights, and inference pipelines against harvest-now-decrypt-later attacks.",Commercial,Proprietary,1.5,2025-08-01,No,Medium,Cloud SaaS,Finance Government Technology Enterprise,https://cranium.ai,,"AI security posture management platform assessing cryptographic risks in ML pipelines, model stores, and AI data flows including PQC migration readiness.",Trusted Vendor,Pending Verification,2026-03-07,"assess,plan",ai-security-pqc;data-asset-sensitivity;migration-program;network-security-pqc;platform-eng-pqc,VND-142
Lakera Guard,CSC-060,AI/ML Security Platforms,Application,No (TLS-dependent),"LLM security platform providing prompt injection defense, data leakage prevention, and content policy enforcement for AI applications. Lakera Guard protects AI inference endpoints over TLS and benefits from PQC-protected transport to prevent interception of sensitive prompts and model outputs. Lakera is evaluating PQC-aware API gateway integration.",Commercial,Proprietary,1.2,2025-12-01,No,Medium,Cloud SaaS API,Technology Finance Enterprise Healthcare,https://www.lakera.ai/lakera-guard,,"LLM security guardrail platform protecting AI applications from prompt injection, jailbreaking, and data leakage over cryptographically protected channels.",Trusted Vendor,Verified,2026-03-07,"plan,prepare",ai-security-pqc;api-security-jwt;healthcare-pqc;tls-basics,VND-144
Robust Intelligence AI Firewall,CSC-060,AI/ML Security Platforms,Security Stack,Planned (2027),"AI model firewall providing runtime monitoring, adversarial input detection, and model integrity enforcement. Robust Intelligence (acquired by Cisco) is developing quantum-safe model signing using ML-DSA for continuous model integrity verification and PQC-protected telemetry pipelines to defend AI infrastructure against quantum-capable adversaries.",Commercial,Proprietary,2.1,2025-09-01,No,Medium,Cloud On-Premises,Finance Healthcare Enterprise Government,https://www.robustintelligence.com,,"AI security platform providing model firewall, adversarial defense, and cryptographic integrity verification for enterprise machine learning deployments.",Trusted Vendor,Pending Verification,2026-03-07,"plan,prepare",aerospace-pqc;ai-security-pqc;code-signing;healthcare-pqc;network-security-pqc,VND-146
Thales CipherTrust Data Discovery and Classification,CSC-049,Cryptographic Discovery Platforms,Security Stack,Detection Only,Enterprise data discovery and classification platform with cryptographic asset inventory capabilities. Discovers sensitive data and cryptographic material across structured and unstructured data stores. Generates Cryptographic Bill of Materials (CBOM) for PQC migration planning. Identifies quantum-vulnerable cryptographic algorithms in data at rest and data flows. Part of the Thales CipherTrust Data Security Platform. Integrates with CipherTrust Manager for unified key and crypto policy management.,Commercial,Commercial,2.x,2025,Yes (via Luna HSM),High,"Linux,Windows,Cloud","Finance, Healthcare, Government, Defense",https://cpl.thalesgroup.com/encryption/ciphertrust-data-discovery-and-classification,,Enterprise data discovery and classification with cryptographic inventory for PQC migration. Discovers and classifies sensitive data and crypto material across hybrid environments. Generates CBOM for quantum-vulnerability assessment. Part of CipherTrust Data Security Platform.,Trusted Vendor,Verified,2026-03-11,"assess,plan,rampup",aerospace-pqc;arch-quantum-impact;crypto-agility;crypto-dev-apis;data-asset-sensitivity;database-encryption-pqc;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;platform-eng-pqc;pqc-risk-management,VND-041
evolutionQ BasejumpQDN,CSC-030,Quantum Key Distribution Software,Network,Yes (QKD),"Software for building a Quantum Delivery Network (QDN). Provides intelligent quantum-safe key routing across extended fiber distances beyond QKD's natural ~300 km limit using trusted repeater nodes. Vendor-neutral — works with QKD hardware from ID Quantique, Toshiba, and other vendors, preventing lock-in. Includes BasejumpSIM cloud-based simulation tool for modeling QDN deployments before physical rollout. Deployed in production with Nokia and ID Quantique for Proximus (Belgian telecom) live hybrid quantum encryption key trial over an optical network.",Commercial,Commercial,Current,2025,No,High,Linux Server; Network Appliance,"Finance,Government,Telecom,Defense",https://www.evolutionq.com/products/basejumpqdn,,"QKD orchestration software enabling quantum-safe key delivery networks beyond 300 km fiber limits. Vendor-neutral, works with ID Quantique and Toshiba QKD hardware. Includes network simulation tool.",Trusted Vendor,Verified,2026-03-12,plan;prepare;test;launch;rampup,5g-security;aerospace-pqc;hybrid-crypto;qkd,VND-055
evolutionQ BasejumpSKI,CSC-030,Quantum Key Distribution Software,Network,Yes (PQC + PSK hybrid; ML-KEM; QKD),"Symmetric Key Infrastructure (SKI) combining symmetric pre-shared keys (PSK), ECDH, and post-quantum cryptography (ML-KEM) in a multimodal key establishment approach. Delivers hybrid quantum-safe end-to-end encryption keys without requiring QKD hardware or significant infrastructure changes. Designed as a drop-in complement to BasejumpQDN for organizations in early PQC migration stages or those not yet deploying QKD hardware. Implements evolutionQ MultimodalKES protocol for defense-in-depth protection against quantum and classical threats.",Commercial,Commercial,Current,2024,No,High,Linux Server; Network Appliance,"Finance,Government,Telecom,Energy",https://www.evolutionq.com/products/basejumpski,,"Hybrid PQC+PSK symmetric key infrastructure requiring no QKD hardware. Multimodal key establishment combining ML-KEM, ECDH, and pre-shared keys for quantum-safe communications.",Trusted Vendor,Verified,2026-03-12,plan;prepare;test;launch,5g-security;energy-utilities-pqc;hybrid-crypto;qkd,VND-055
Post-Quantum Hybrid PQ VPN,CSC-010,VPN and IPsec Software,Network,"Yes (ML-KEM + Classic McEliece hybrid, RFC 9370)","Production-grade hybrid post-quantum VPN using IKEv2 with RFC 9370 extensions (the IETF-ratified standard for multiple key exchanges in IKEv2, co-authored by Post-Quantum Ltd). Supports ML-KEM-1024 + Classic McEliece hybrid KEM for defense-in-depth key establishment. Fully backward compatible with existing IPsec/IKEv2 infrastructure — no rip-and-replace required. Crypto-agile architecture allows algorithm updates without redeployment. Deployed protecting NATO communications and active conflict zone drone operations. FIPS 140-3 validation in progress.",Commercial,Commercial,Current,2025,No,High,Linux; Windows; Network Appliance,"Government,Defense,Finance,Critical Infrastructure",https://post-quantum.com/vpn/index.html,,"RFC 9370 hybrid PQC VPN (IKEv2 + ML-KEM + Classic McEliece). NATO-deployed, backward compatible with existing IPsec infrastructure. Co-authored the IETF standard for hybrid PQC key exchange.",Trusted Vendor,Partially Verified,2026-03-25,prepare;test;launch;rampup,aerospace-pqc;hybrid-crypto;network-security-pqc;qkd;vpn-ssh-pqc,VND-000
Qrypt BLAST SDK,CSC-047,Quantum Random Number Generator (QRNG),Application,Yes (Quantum Entropy),"REST API and SDK implementing the BLAST (Bounded Leakage-Abuse Symmetric-key Transport) algorithm for generating identical symmetric encryption keys independently at multiple endpoints — without transmitting keys over the network. Eliminates the key distribution problem. Powered by quantum entropy sourced from ICFO (Spain), Los Alamos National Lab, Oak Ridge National Lab, and EPFL (Switzerland). Peer-reviewed algorithm (Prof. Yevgeniy Dodis, NYU). Available as cloud API and on-premises. AWS Marketplace listed. Partnership with Fortanix for multi-source quantum entropy compliance (March 2026). Supports GDPR and CNSA 2.0 compliance needs.",Commercial,Commercial,Current,2025,No,Medium,Linux; Cloud (AWS),"Finance,Healthcare,Defense,Government",https://www.qrypt.com/quantum-key-generation/,https://docs.qrypt.com/sdk/,"Quantum entropy SDK that generates symmetric keys independently at each endpoint — no key transmission required. Multi-source quantum entropy (LANL, ORNL, ICFO, EPFL). AWS Marketplace available.",Trusted Vendor,Partially Verified,2026-03-25,prepare;test;launch,aerospace-pqc;entropy-randomness;healthcare-pqc;qkd;research-quantum-impact,VND-139
ISARA Advance,CSC-049,Cryptographic Discovery Platforms,"Cloud,Security Stack",Detection Only,"Autonomous cryptographic inventory and risk assessment tool from ISARA Corporation. Continuously catalogs and monitors cryptographic assets across environments — algorithms, protocols, devices, certificates, and keys. Provides risk-prioritized migration roadmap for transitioning to post-quantum cryptography. Designed as a companion discovery tool to ISARA Radiate (PQC algorithm library), enabling organizations to assess their cryptographic exposure before beginning PQC remediation. Supports enterprise-wide CBOM generation and compliance gap analysis.",Commercial,Commercial,Current,2024,No,High,Cloud; Linux; Windows,"Finance,Government,Defense,Healthcare,Telecom",https://www.isara.com/,,Cryptographic discovery and risk assessment platform from ISARA. Catalogs all cryptographic assets across environments and provides a risk-prioritized PQC migration roadmap. Companion to ISARA Radiate.,Trusted Vendor,Partially Verified,2026-03-25,assess;plan,5g-security;aerospace-pqc;arch-quantum-impact;crypto-agility;crypto-dev-apis;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;qkd,VND-053
Let's Encrypt,CSC-004,Public Key Infrastructure (PKI) Software,Cloud,No (Roadmap Unknown),World's largest free automated CA (160M+ active certificates). Uses ACME protocol for certificate issuance. PQC certificate issuance not available and no official PQC roadmap published as of Q1 2026. Migration to ML-DSA root certificates depends on browser and OS trust store acceptance. ISRG is monitoring NIST PQC standardization progress. Transport layer uses modern TLS but issued certificate signatures remain ECDSA P-384 or RSA.,Free/Open Source,MPL-2.0 (Boulder server),Current,2025,No,Critical,Web (ACME API),All industries,https://letsencrypt.org/,https://github.com/letsencrypt/boulder,Free automated open CA. World's largest CA by volume with 160M+ active certs. No PQC roadmap published; migration is critical for the public web PKI ecosystem.,Trusted Vendor,Verified,2026-03-12,"assess,plan",arch-quantum-impact;merkle-tree-certs;migration-program;ops-quantum-impact;pki-workshop,VND-064
