reference_id,document_title,download_url,initial_publication_date,last_update_date,last_verified,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,free_summary_url,access_type,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url,download_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,status,deprecated_at,deprecated_reason,pqc_heatmap_protocols,pqc_heatmap_protocols_evidence,math_family,pqc_round,lifecycle_state,superseded_by,purpose
RFC-6024,RFC 6024,https://www.rfc-editor.org/rfc/rfc6024,2010-10-25,2015-10-14,2026-08-11,Active,"A trust anchor represents an authoritative entity via a public key and associated data.  The public key is used to verify digital signatures, and the associated data is used to constrain the types of information for which the trust anchor is authoritative.  A relying party uses trust anchors to determine if a digitally signed object is valid by verifying a digital signature using the trust anchor'",RFC,,IETF,,PQC-REGION-GLOBAL,,,TLS; X.509; S/MIME,,,New,Protocols,yes,,,library/RFC-6024.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-8240,RFC 8240,https://www.rfc-editor.org/rfc/rfc8240,2017-09-10,2018-12-20,2026-08-11,Active,"This document provides a summary of the Internet of Things Software Update (IoTSU) Workshop that took place at Trinity College Dublin, Ireland on the 13th and 14th of June, 2016. The main goal of the workshop was to foster a discussion on requirements, challenges, and solutions for bringing software and firmware updates to IoT devices. This report summarizes the discussions and lists recommendatio",RFC,,IETF,,PQC-REGION-GLOBAL,Hash-based Merkle Tree Signature (MTS); XMSS,,Cryptographic Message Syntax (CMS); Transport Layer Security (TLS); Online Certificate Status Protocol (OCSP),,,New,Protocols,yes,,,library/RFC-8240.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-6347,RFC 6347,https://www.rfc-editor.org/rfc/rfc6347,2015-10-14,2015-10-14,,Active,"This document specifies version 1.2 of the Datagram Transport Layer Security (DTLS) protocol.  The DTLS protocol provides communications privacy for datagram protocols.  The protocol allows client/server applications to communicate in a way that is designed to prevent eavesdropping, tampering, or message forgery.  The DTLS protocol is based on the Transport Layer Security (TLS) protocol and provid",RFC,,IETF,,PQC-REGION-GLOBAL,,,Datagram Transport Layer Security (DTLS) 1.2; Transport Layer Security (TLS) 1.2; DCCP; Photuris; IKEv2; SSLv2; SSLv3,,,New,,yes,,,library/RFC-6347.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,auto-generated stub; verify before publishing | Fixed 2026-07-11: superseded_by set to 'RFC 9147' (was '') so this revision correctly rolls into the current active tile.,72,deprecated,2026-06-05,Superseded — RFC 9147 (DTLS 1.3),,,,,,RFC 9147,
RFC-7525,RFC 7525,https://www.rfc-editor.org/rfc/rfc7525,2020-01-21,2020-01-21,,Active,"Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS) are widely used to protect data exchanged over application protocols such as HTTP, SMTP, IMAP, POP, SIP, and XMPP.  Over the last few years, several serious attacks on TLS have emerged, including attacks on its most commonly used cipher suites and their modes of operation.  This document provides recommendations for improv",RFC,,IETF,,PQC-REGION-GLOBAL,,,TLS; DTLS; SSL; HTTP; SMTP; IMAP; POP; SIP; XMPP; SRTP; IKEv2,,,New,,yes,,,library/RFC-7525.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,auto-generated stub; verify before publishing | Fixed 2026-07-11: superseded_by set to 'RFC 9325' (was '') so this revision correctly rolls into the current active tile.,72,deprecated,2026-06-05,Superseded — RFC 9325 (BCP 195),,,,,,RFC 9325,
RFC-5763,RFC 5763,https://www.rfc-editor.org/rfc/rfc5763,2010-05-11,2015-10-14,2026-08-11,Active,This document specifies how to use the Session Initiation Protocol (SIP) to establish a Secure Real-time Transport Protocol (SRTP) security context using the Datagram Transport Layer Security (DTLS) protocol.  It describes a mechanism of transporting a fingerprint attribute in the Session Description Protocol (SDP) that identifies the key that will be presented during the DTLS handshake.  The key,RFC,,IETF,,PQC-REGION-GLOBAL,,,SIP; SDP; DTLS; SRTP; RTP; UDP; TCP; TLS; SIPS; S/MIME; MIKEY; STUN; ICE,,,New,Protocols,yes,,,library/RFC-5763.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-0793,Transmission Control Protocol (TCP),https://www.rfc-editor.org/rfc/rfc9293.txt,2022-08,2022-08,2026-08-11,Active,"Transmission Control Protocol (TCP) — foundational IETF transport standard (1981), obsoleted by RFC 9293 (2022). Provides reliable, ordered, byte-stream delivery over IP. Underpins TLS, HTTPS, and virtually every PQC protocol deployment; referenced as a dependency in protocol migration analysis.",RFC,,IETF,,PQC-REGION-GLOBAL,,,TCP; IP,,,Updated,Protocols,yes,,,library/RFC-0793.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing | 2026-06-05: refreshed to latest version — RFC 9293 (TCP) Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",40,active,,,,,,,,,
RFC-1950,RFC 1950,https://www.rfc-editor.org/rfc/rfc1950,1996-05-01,2013-03-02,2026-08-11,Active,This specification defines a lossless compressed data format.  This memo provides information for the Internet community.  This memo does not specify an Internet standard of any kind.,RFC,,IETF,,PQC-REGION-GLOBAL,,,,,,New,Protocols,yes,,,library/RFC-1950.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-7932,RFC 7932,https://www.rfc-editor.org/rfc/rfc7932,2016-07-29,2020-01-21,2026-08-11,Active,"This specification defines a lossless compressed data format that compresses data using a combination of the LZ77 algorithm and Huffman coding, with efficiency comparable to the best currently available general-purpose compression methods.",RFC,,IETF,,PQC-REGION-GLOBAL,,,,,,New,Protocols,yes,,,library/RFC-7932.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-6019,RFC 6019,https://www.rfc-editor.org/rfc/rfc6019,2010-09-24,2013-03-02,2026-08-11,Active,This document specifies a new ASN.1 type for representing time: BinaryTime.  This document also specifies an alternate to the signing-time attribute for use with the Cryptographic Message Syntax (CMS) SignedData and AuthenticatedData content types; the binary-signing-time attribute uses BinaryTime.  CMS and the signing-time attribute are defined in RFC 5652. [STANDARDS-TRACK],RFC,,IETF,,PQC-REGION-GLOBAL,,,CMS,,,New,Protocols,yes,,,library/RFC-6019.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-2397,RFC 2397,https://www.rfc-editor.org/rfc/rfc2397,1998-08-01,2020-01-21,2026-08-11,Active,"A new URL scheme, ""data"", is defined.  It allows inclusion of small data items as ""immediate"" data, as if it had been included externally. [STANDARDS-TRACK]",RFC,,IETF,,PQC-REGION-GLOBAL,,,,,,New,Protocols,yes,,,library/RFC-2397.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-8152,RFC 8152,https://www.rfc-editor.org/rfc/rfc8152,2020-01-21,2020-01-21,,Active,"Concise Binary Object Representation (CBOR) is a data format designed for small code size and small message size.  There is a need for the ability to have basic security services defined for this data format.  This document defines the CBOR Object Signing and Encryption (COSE) protocol.  This specification describes how to create and process signatures, message authentication codes, and encryption",RFC,,IETF,,PQC-REGION-GLOBAL,,,CBOR Object Signing and Encryption (COSE),,,New,,yes,,,library/RFC-8152.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,auto-generated stub; verify before publishing | Fixed 2026-07-11: superseded_by set to 'RFC 9052' (was '') so this revision correctly rolls into the current active tile.,72,deprecated,2026-06-05,Superseded — RFC 9052 + RFC 9053,,,,,,RFC 9052,
RFC-8230,RFC 8230,https://www.rfc-editor.org/rfc/rfc8230,2017-09-05,2017-09-05,2026-08-11,Active,"The CBOR Object Signing and Encryption (COSE) specification defines cryptographic message encodings using Concise Binary Object Representation (CBOR).  This specification defines algorithm encodings and representations enabling RSA algorithms to be used for COSE messages.  Encodings are specified for the use of RSA Probabilistic Signature Scheme (RSASSA-PSS) signatures, RSA Encryption Scheme - Opt",RFC,,IETF,,PQC-REGION-GLOBAL,,,COSE,,,New,Protocols,yes,,,library/RFC-8230.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-8610,RFC 8610,https://www.rfc-editor.org/rfc/rfc8610,2019-06-12,2021-04-13,2026-08-11,Active,This document proposes a notational convention to express Concise Binary Object Representation (CBOR) data structures (RFC 7049).  Its main goal is to provide an easy and unambiguous way to express structures for protocol messages and data formats that use CBOR or JSON.,RFC,,IETF,,PQC-REGION-GLOBAL,,,CBOR; JSON,,,New,Protocols,yes,,,library/RFC-8610.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-7383,IETF RFC 7383,https://www.rfc-editor.org/rfc/rfc7383,2014-11-06,2015-10-14,2026-08-11,Active,This document describes a way to avoid IP fragmentation of large Internet Key Exchange Protocol version 2 (IKEv2) messages.  This allows IKEv2 messages to traverse network devices that do not allow IP fragments to pass through.,RFC,,IETF,,PQC-REGION-GLOBAL,,,IKE/IPsec,,,New,Protocols,yes,,,library/RFC-7383.html,vpn-ssh-pqc,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-7465,RFC 7465,https://www.rfc-editor.org/rfc/rfc7465,2015-02-18,2015-10-14,2026-08-11,Active,"This document requires that Transport Layer Security (TLS) clients and servers never negotiate the use of RC4 cipher suites when they establish connections.  This applies to all TLS versions.  This document updates RFCs 5246, 4346, and 2246.",RFC,,IETF,,PQC-REGION-GLOBAL,,,TLS,,,New,Protocols,yes,,,library/RFC-7465.html,crypto-mgmt-modernization,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-5469,RFC 5469,https://www.rfc-editor.org/rfc/rfc5469,2021-02-02,2021-02-02,,Active,"Transport Layer Security (TLS) versions 1.0 (RFC 2246) and 1.1 (RFC 4346) include cipher suites based on DES (Data Encryption Standard) and IDEA (International Data Encryption Algorithm) algorithms.  DES (when used in single-DES mode) and IDEA are no longer recommended for general use in TLS, and have been removed from TLS version 1.2 (RFC 5246).  This document specifies these cipher suites for co",RFC,,IETF,,PQC-REGION-GLOBAL,,,TLS 1.0; TLS 1.1; TLS 1.2,,,New,,yes,,,library/RFC-5469.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,auto-generated stub; verify before publishing | Fixed 2026-07-11: superseded_by set to 'RFC 8996' (was '') so this revision correctly rolls into the current active tile.,72,deprecated,2026-06-05,Superseded — RFC 8996,,,,,,RFC 8996,
RFC-9155,RFC 9155,https://www.rfc-editor.org/rfc/rfc9155,2021-12-20,2021-12-20,2026-08-11,Active,"The MD5 and SHA-1 hashing algorithms are increasingly vulnerable to attack, and this document deprecates their use in TLS 1.2 and DTLS 1.2 digital signatures.  However, this document does not deprecate SHA-1 with Hashed Message Authentication Code (HMAC), as used in record protection.  This document updates RFC 5246.",RFC,,IETF,,PQC-REGION-GLOBAL,,,TLS 1.2; DTLS 1.2,,,New,Protocols,yes,,,library/RFC-9155.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing Category normalised 2026-08-22: (blank) -> Protocols, onto the 13-value LIBRARY_CATEGORIES vocabulary. Rows outside it matched no Library filter chip.",72,active,,,,,,,,,
RFC-4346,RFC 4346,https://www.rfc-editor.org/rfc/rfc4346,2021-02-02,2021-02-02,,Active,"This document specifies Version 1.1 of the Transport Layer Security (TLS) protocol.  The TLS protocol provides communications security over the Internet.  The protocol allows client/server applications to communicate in a way that is designed to prevent eavesdropping, tampering, or message forgery.",RFC,,IETF,,PQC-REGION-GLOBAL,,,TLS 1.1; TLS 1.0; SSL 3.0; TLS Record Protocol; TLS Handshake Protocol; Alert Protocol; Change Cipher Spec Protocol; Application Data Protocol,,,New,,yes,,,library/RFC-4346.html,,auto-stub from extract-library-stubs,ietf-rfc-series,partial,IETF,,url_authoritative,inferred,"auto-generated stub; verify before publishing | Fixed 2026-07-11: superseded_by set to 'RFC 8446' (was '') so this revision correctly rolls into the current active tile. | 2026-08-23: superseded_by repointed from RFC 8446 to RFC 9846. RFC 8446 was deprecated the same day (RFC 9846 obsoletes it), which turned this into a two-hop chain — DS21 requires superseded_by to resolve to an ACTIVE row in one hop, so deprecating any row means re-pointing everything aimed at it.",72,deprecated,2026-06-05,Superseded — RFC 5246 (TLS 1.2),,,,,,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1,
NIST-SP-800-53,"NIST SP 800-53 Rev. 5, Security and Privacy Controls for Information Systems and Organizations",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-53r5.pdf,2005-02-28,2020-09-23,,Active,"The purpose of this publication is to provide guidelines for selecting and specifying security controls for information systems supporting the executive agencies of the federal government. The guidelines have been developed to help achieve more secure information systems within the federal government by: (i) facilitating a more consistent, comparable, and repeatable approach for selecting and spec",Standard,,NIST,,PQC-REGION-GLOBAL,,,,,,Updated,,yes,,,library/NIST-SP-800-53.html,,auto-stub from extract-library-stubs,nist-csrc,partial,NIST,,url_authoritative,inferred,auto-generated stub; verify before publishing | 2026-06-05: recovered + refreshed to latest — Revision 5 (with updates as of 2020-12-10),72,deprecated,2026-06-06,superseded by NIST SP 800-53 (revision consolidation 2026-06-06),,,,,,NIST SP 800-53,
