software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Microsoft Remote Desktop Services (RDS),CSC-036,Remote Access and VDI Software,Security Stack,Unknown,,Commercial,Microsoft Windows Server License,Windows Server 2025,2024-11,No,High,Windows Server,Enterprise Government Finance,https://learn.microsoft.com/en-us/windows-server/remote/remote-desktop-services/,,Windows RDP-based remote desktop. PQC on Microsoft CNSA 2.0 roadmap targeting 2027. Windows Server 2025 includes early ML-KEM TLS groundwork.,Trusted Vendor,Needs Verification,2026-03-04,assess,migration-program;tls-basics;vpn-ssh-pqc,VND-027,microsoft,
Snort IDS/IPS,CSC-018,Cryptographic Protocol Analyzers,Security Stack,Unknown,,Open Source,GPL-2.0,3.3.7,2024-10,No,Medium,Linux BSD,Government Defense Education Enterprise,https://www.snort.org,https://github.com/snort3/snort3,Original open-source IDS/IPS maintained by Cisco. PQC detection rules for ML-KEM hybrid TLS in development for Snort 3.2+ community ruleset.,Open Source Community,Needs Verification,2026-03-30,assess,aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;research-quantum-impact,VND-008,microsoft,pqc-detection-rules-unverified
Cisco ASA (Adaptive Security Appliance),CSC-033,Network Security Software,Network,"Yes (ACVP: ML-DSA, ML-KEM)","Cisco ASA 9.22 is a Quantum MidPoint Delivery milestone that supports RFC 8784_SKIP in ASDM, CLI, FDM, and FMC for IKEv2. ASA 9.24 targets Quantum Safe Delivery with RFC 9370 and ML-KEM 1024 for SSH. Current ASA 9.22 supports PQC pre-shared keys for IKEv2.",Commercial,Commercial (Cisco),9.22,2025-01,Yes (FIPS 140-2),Critical,Dedicated Hardware,Enterprise Government Finance Defense,https://www.cisco.com/c/en/us/products/security/adaptive-security-appliance-asa-software/index.html,,Most deployed enterprise firewall. Cisco quantum-safe roadmap targets ML-KEM hybrid IKEv2 VPN for 2027 (CNSA 2.0). Critical migration dependency for enterprise perimeter security.,Trusted Vendor,Verified,2026-03-30,"assess,plan",aerospace-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Cisco Meraki MX (Cloud-Managed Firewall),CSC-033,Network Security Software,Network,"Yes (ACVP: ML-DSA, ML-KEM)",Cisco Meraki MX is a cloud-managed next-generation firewall/SD-WAN platform used heavily in branch offices and SMB/enterprise deployments. AutoVPN uses IKEv2/IPsec with classical algorithms. Meraki cloud dashboard communications use TLS 1.3 (classical). New C8455-G2-MX hardware announced as AI/ML and PQC-ready. PQC follows Cisco's quantum-safe roadmap — no specific Meraki firmware PQC timeline published.,Commercial,Commercial (Cisco),MX 18.x,,No,High,Dedicated Hardware,Enterprise SMB Education Retail,https://meraki.cisco.com/products/security-sd-wan/,,Cloud-managed NGFW/SD-WAN for branch offices. AutoVPN uses classical IKEv2. PQC follows Cisco's quantum-safe roadmap — no specific Meraki timeline published.,Trusted Vendor,Verified,2026-03-30,assess,ai-security-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Fortinet FortiGate (FortiOS),CSC-033,Network Security Software,Network,Yes (with details),"Fortinet FortiGate is the market-leading enterprise firewall/NGFW. FortiOS 7.6.x supports ML-KEM (Kyber), BIKE, HQC, and Frodo for IPsec key exchange per RFC 9370. FortiOS 8.0 (2026) extends PQC to management and SSL inspection. FortiGate is critical for APAC enterprise and government networks.",Commercial,Commercial (Fortinet),7.6.2,2025-01,Yes (FIPS 140-2),Critical,Dedicated Hardware Virtual Cloud,Enterprise Government Finance Healthcare Telecom,https://www.fortinet.com/content/dam/fortinet/assets/solution-brief/sb-fortios-quantum-safe.pdf,,World's most widely deployed NGFW by units. ML-KEM hybrid IKEv2 VPN in FortiOS 7.6+ roadmap. Critical migration dependency for enterprise and APAC government networks.,Trusted Vendor,Verified,2026-03-30,"assess,plan",5g-security;healthcare-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-016,fortinet,
Arista EOS (Extensible Operating System),CSC-032,Network Operating Systems,Network,Unknown,,Commercial,Commercial (Arista Networks),4.33.0F,2025-01,No,High,Arista Hardware,Cloud Finance Telecom Enterprise,https://www.arista.com/en/products/eos,,Data center network OS. PQC targets management TLS (ML-KEM) and BGPsec signing (ML-DSA). Arista active in IETF PQC-BGP working groups.,Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security;network-security-pqc,VND-003,cmvp,
MikroTik RouterOS,CSC-032,Network Operating Systems,Network,Unknown,,Commercial,Commercial (MikroTik),7.17,2025-01,No,Medium,MikroTik Hardware x86,ISP SMB Enterprise,https://mikrotik.com/software,,Widely deployed ISP/SMB router OS. No PQC roadmap. Classical IKEv2/IPsec VPN. Millions of deployed units represent a significant PQC migration long tail.,Trusted Vendor,Verified,2026-03-30,assess,migration-program;network-security-pqc,VND-193,nist-csrc,
OpenWrt,CSC-031,Operating Systems,Network,Unknown,,Open Source,GPL-2.0,24.10,2024-09,No,Medium,ARM MIPS x86 Embedded,SMB Research IoT,https://openwrt.org,https://github.com/openwrt/openwrt,Open-source Linux router firmware. OpenSSL 3.x + liboqs-provider available. strongSwan provides experimental ML-KEM IPsec. Widely used in research and SMB networks.,Open Source Community,Verified,2026-03-30,"assess,test",crypto-dev-apis;network-security-pqc;os-pqc;secure-boot-pqc;tls-basics;vpn-ssh-pqc,VND-200,microsoft,
pfSense Community Edition,CSC-033,Network Security Software,Network,Unknown,,Open Source,Apache 2.0,2.8.0,2025-07,No,Medium,x86-64,SMB Education Government Research,https://www.pfsense.org,https://github.com/pfsense/pfsense,Open-source FreeBSD firewall. No PQC support. Widely deployed in SMB and education. PQC requires FreeBSD strongSwan upgrade not yet in pfSense packages.,Open Source Community,Partially Verified,2026-03-25,assess,network-security-pqc,VND-195,microsoft,
OPNsense,CSC-033,Network Security Software,Network,Unknown,,Open Source,BSD-2-Clause,24.7,2024-07,No,Medium,x86-64,SMB Education Government Research,https://opnsense.org,https://github.com/opnsense/core,Open-source FreeBSD firewall. Experimental ML-KEM hybrid IKEv2 via strongSwan plugin in 24.7+. More PQC-forward than pfSense.,Open Source Community,Verified,2026-03-30,test,network-security-pqc;vpn-ssh-pqc,VND-194,microsoft,
NGINX Plus,CSC-038,Application Servers,Network,Planned (with timeline),"NGINX Plus is the commercial version of the NGINX web server and load balancer, widely used for TLS termination. NGINX Plus R32+ (2024) supports OpenSSL 3.x which enables ML-KEM hybrid TLS when built with liboqs-provider. F5 (NGINX owner) has published PQC TLS guidance using NGINX Plus. Critical for TLS termination in enterprise application delivery.",Commercial,Commercial (F5),R33,2025-01,Yes (FIPS 140-3 via OpenSSL FIPS module),Critical,Linux,Enterprise Finance Technology Cloud,https://www.nginx.com/products/nginx/,,Commercial NGINX load balancer/TLS terminator. ML-KEM hybrid TLS via OpenSSL 3.x + liboqs-provider in R32+. Critical PQC migration point for enterprise TLS termination.,Trusted Vendor,Partially Verified,2026-03-04,"test,migrate",crypto-dev-apis;hybrid-crypto;migration-program;tls-basics;web-gateway-pqc,VND-014,fido-alliance,
Traefik,CSC-038,Application Servers,Network,Unknown,,Open Source/Commercial,MIT / Commercial (Traefik Labs),3.5,2026-01,No,High,Linux Docker Kubernetes,Technology Cloud Finance,https://traefik.io,https://github.com/traefik/traefik,Cloud-native Kubernetes ingress and reverse proxy. PQC via Go stdlib ML-KEM when enabled by default (~Go 1.25). Standard ingress controller for containerized deployments.,Open Source/Commercial,Verified,2026-03-30,"assess,plan",tls-basics;web-gateway-pqc,VND-186,microsoft,
Kubernetes,CSC-055,Container Orchestration & Service Mesh,Network,Unknown,,Open Source,Apache 2.0,1.33,2024-12,No,Critical,Linux Cloud,Technology Finance Cloud Healthcare Government,https://kubernetes.io,https://github.com/kubernetes/kubernetes,"Standard container orchestration platform. No PQC yet — API server TLS, etcd TLS, and service mesh mTLS all require upgrade. Full PQC migration is a multi-layer dependency chain.",Open Source Foundation,Verified,2026-03-30,"assess,plan",crypto-dev-apis;healthcare-pqc;hybrid-crypto;migration-program;platform-eng-pqc;tls-basics,VND-072,pqca,
Istio Service Mesh,CSC-055,Container Orchestration & Service Mesh,Network,Unknown,,Open Source,Apache 2.0,1.24,2024-11,No,Critical,Kubernetes Linux,Technology Finance Cloud,https://istio.io,https://github.com/istio/istio,Leading Kubernetes service mesh with automatic mTLS. PQC via Envoy ML-KEM inheritance. Control plane certificate issuance needs ML-DSA migration. Critical for zero-trust container networking.,Open Source Foundation,Verified,2026-03-30,"assess,plan",hybrid-crypto;migration-program;platform-eng-pqc;tls-basics,VND-072,google,
Linkerd,CSC-055,Container Orchestration & Service Mesh,Network,Unknown,,Open Source,Apache 2.0,2.19,2025-10,No,High,Kubernetes Linux,Technology Finance Cloud,https://linkerd.io,https://github.com/linkerd/linkerd2,Lightweight CNCF service mesh in Rust. PQC via rustls ML-KEM inheritance. Simpler migration path than Istio/Envoy — Rust stack tracks PQC faster than C++ BoringSSL.,Open Source Foundation,Verified,2026-03-30,"assess,plan",migration-program;platform-eng-pqc;tls-basics,VND-072,microsoft,
HashiCorp Consul Connect (Service Mesh),CSC-055,Container Orchestration & Service Mesh,Network,Unknown,,Open Source/Commercial,BSL 1.1 / Commercial,1.21,2025-01,No,High,Linux Kubernetes Cloud,Technology Finance Cloud,https://www.consul.io/docs/connect,https://github.com/hashicorp/consul,Service mesh with Envoy data plane. PQC via Envoy ML-KEM inheritance. Consul CA needs ML-DSA migration. Part of HashiCorp quantum-safe portfolio roadmap.,Open Source/Commercial,Partially Verified,2026-03-25,"assess,plan",migration-program;platform-eng-pqc;tls-basics,VND-058,microsoft,
OpenVPN,CSC-010,VPN and IPsec Software,Network,Unknown,,Open Source/Commercial,GPL-2.0 / Commercial,2.7.0,2026-02-11,No,Critical,Linux Windows macOS iOS Android,Enterprise SMB Government Consumer,https://openvpn.net,https://github.com/OpenVPN/openvpn,Most widely deployed open-source VPN. Experimental ML-KEM hybrid in 2.7+ development. OpenVPN Cloud targets PQC in 2026. Critical for enterprise and consumer VPN migration.,Open Source/Commercial,Verified,2026-03-30,"assess,plan,test",migration-program;network-security-pqc;vpn-ssh-pqc,VND-067,ietf,
WireGuard,CSC-010,VPN and IPsec Software,Network,Unknown,,Open Source,GPL-2.0,1.0.20260223,2026-02,No,High,Linux Windows macOS iOS Android,Enterprise SMB Consumer,https://www.wireguard.com,https://git.zx2c4.com/wireguard-linux,Modern VPN protocol. PQ WireGuard extension adds ML-KEM-768 hybrid handshake. Kernel module is classical-only — PQC requires userspace PQ extension.,Open Source Community,Verified,2026-03-30,"assess,plan",aerospace-pqc;network-security-pqc;vpn-ssh-pqc,VND-066,ietf,pq-extension-is-third-party; not-upstream
Cisco Secure Client (AnyConnect),CSC-010,VPN and IPsec Software,Network,"Yes (ACVP: ML-DSA, ML-KEM)",Cisco Secure Client (formerly AnyConnect) is the most widely deployed enterprise VPN client. Uses SSL/TLS and IKEv2/IPsec for VPN tunnels. Cisco's quantum-safe roadmap includes ML-KEM hybrid IKEv2 for Secure Client targeting 2027 as part of CNSA 2.0 compliance. Deployed in 100M+ enterprise endpoints. Migration requires both client and headend (ASA/FTD) upgrade simultaneously.,Commercial,Commercial (Cisco),5.1.x,2024-06,Yes (FIPS 140-2),Critical,Windows macOS Linux iOS Android,Enterprise Government Finance Defense,https://www.cisco.com/c/en/us/products/security/anyconnect-secure-mobility-client/index.html,,Most deployed enterprise VPN client (100M+ endpoints). ML-KEM hybrid IKEv2 planned for 2027 (CNSA 2.0). Requires simultaneous client + ASA/FTD headend upgrade.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",aerospace-pqc;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Palo Alto GlobalProtect,CSC-010,VPN and IPsec Software,Network,Unknown,,Commercial,Commercial (Palo Alto Networks),6.3,2024-09,Yes (FIPS 140-2),Critical,Windows macOS Linux iOS Android,Enterprise Finance Government Defense,https://www.paloaltonetworks.com/sase/globalprotect,,Palo Alto enterprise VPN client. ML-KEM hybrid IKEv2 planned in future PAN-OS (separate from existing cipher proxy support). Requires PAN-OS + client simultaneous upgrade.,Trusted Vendor,Verified,2026-03-30,"assess,plan",aerospace-pqc;network-security-pqc;vpn-ssh-pqc;web-gateway-pqc,VND-031,palo-alto,
Samsung Networks 5G Core,CSC-050,5G & Telecom Security,Network,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)","Samsung Networks provides 5G RAN and core network equipment competing with Ericsson and Nokia. Samsung has announced PQC integration aligned with 3GPP Release 20/21 specifications for SA2/SA3 security. Deployed in US (Verizon, T-Mobile), Japan, and South Korea networks. No GA PQC release as of Q1 2026.",Commercial,Commercial (Samsung),,,No,Critical,5G Network Hardware,Telecom Government Defense,https://networks.samsungsemiconductor.com/5g,,"Samsung 5G RAN/core deployed at Verizon, T-Mobile, and APAC carriers. PQC per 3GPP Rel-20/21 roadmap. No GA PQC release as of Q1 2026.",Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security;aerospace-pqc;migration-program,VND-035,cmvp,
Mavenir Cloud RAN,CSC-050,5G & Telecom Security,Network,Partial (with scope) - Evaluated in simulation environment for 5G Core; hybrid schemes used.,"The document describes a simulation study replacing conventional algorithms with PQC alternatives in the 5G Core. Algorithms evaluated include BIKE and FrodoKEM (KEMs), ML-DSA (Dilithium), SLH-DSA (SPHINCS+), and Falcon (FN). Hybridized versions combining conventional and PQC algorithms were used. Results show measurable but small performance impact on bandwidth and latency, confirming technical feasibility without inherent issues.",Commercial,Commercial (Mavenir),,,No,High,Cloud Kubernetes,Telecom Government Defense,https://mavenir.com/portfolio/5g/,,Cloud-native Open RAN platform. PQC via Kubernetes/service mesh inheritance + 3GPP Rel-20/21 roadmap. Deployed in US DoD and emerging market carriers.,Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security;aerospace-pqc;migration-program,VND-133,ietf,
NEC 5G Core,CSC-050,5G & Telecom Security,Network,Partial (with scope),"The document describes a research simulation evaluating the replacement of conventional algorithms with PQC alternatives (BIKE, FrodoKEM, ML-DSA/Dilithium, SLH-DSA/SPHINCS+, Falcon/FN-DSA) in a 5G Core environment. It concludes the 5G Core is technically able to support PQC without substantial impact on usability, but does not state that the commercial product currently ships with these features enabled.",Commercial,Commercial (NEC),,,No,High,5G Network Hardware Cloud,Telecom Government,https://www.nec.com/en/global/solutions/5g/,,NEC 5G core and Open RAN for APAC markets. PQC research with NTT. 3GPP SA3 quantum security alignment for Rel-20/21.,Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security,VND-177,ietf,
Rakuten Symphony (Symworld),CSC-050,5G & Telecom Security,Network,Unknown,,Commercial,Commercial (Rakuten),,,No,High,Cloud Kubernetes,Telecom,https://symphony.rakuten.com,,Cloud-native Open RAN from Rakuten. PQC via Kubernetes/Istio inheritance + 3GPP Rel-20/21. O-RAN Alliance founding member.,Trusted Vendor,Verified,2026-03-04,assess,5g-security,VND-134,ietf,
Apache Traffic Server,CSC-038,Application Servers,Network,Unknown,,Open Source,Apache 2.0,10.0,2024-06,No,High,Linux,Technology Telecom Media,https://trafficserver.apache.org,https://github.com/apache/trafficserver,"High-performance CDN proxy/load balancer. ML-KEM hybrid TLS via OpenSSL 3.x + liboqs-provider in ATS 10.x. Used by Comcast, LinkedIn for TLS at CDN scale.",Open Source Foundation,Partially Verified,2026-03-25,"test,migrate",5g-security;crypto-dev-apis;tls-basics;web-gateway-pqc,VND-046,microsoft,
