software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags,proof_url,proof_publication_date,proof_relevant_info,validation_result,correction_notes
SUSE Linux Enterprise Server (SLES),CSC-031,Operating Systems,OS,No,"Not stated. The document mentions security features like SELinux, AppArmor, Common Criteria EAL4+ validation, and reproducible builds, but contains no explicit mention of Post-Quantum Cryptography (PQC) algorithms, support, or migration plans.",Commercial,Commercial (SUSE),15 SP6,2024-06,"Yes (FIPS 140-3, OpenSSL module)",High,x86-64 ARM64 s390x,Enterprise Finance Government SAP,https://www.suse.com/products/server/,,Enterprise Linux with FIPS 140-3 OpenSSL. SLES 16 roadmap includes native PQC system profiles. Critical for SAP HANA and regulated enterprise workloads.,Trusted Vendor,Verified,2026-03-31,"assess,plan",compliance-strategy;crypto-dev-apis;migration-program;os-pqc;tls-basics;vpn-ssh-pqc,VND-040,cmvp,doc-extraction,https://www.suse.com/products/server/,2025,SLES 16 expected with OpenSSL 3.5 PQC support. Current SLES 15 has limited PQC.,CORRECTED,"CORRECTION: SLES 16 with OpenSSL 3.5 enables PQC (ML-KEM, ML-DSA)."
Arch Linux,CSC-031,Operating Systems,OS,No,"Not stated in the provided text. The document describes general OS features and repositories but contains no mention of Post-Quantum Cryptography algorithms, implementations, or migration plans.",Open Source,Various,Rolling,,No,Low,x86-64 ARM64,Development Research,https://archlinux.org,https://github.com/archlinux,Rolling-release Linux with current OpenSSL. liboqs available via AUR. Fast PQC library propagation benefits developers and researchers.,Open Source Community,Verified,2026-03-31,assess,crypto-dev-apis;os-pqc;tls-basics;vpn-ssh-pqc,VND-212,microsoft,doc-extraction,https://archlinux.org/packages/core/x86_64/openssl/,2025,Arch Linux rolling release already ships OpenSSL 3.5+ with PQC support enabled.,CORRECTED,CORRECTION: Arch Linux already has OpenSSL 3.5+ with PQC enabled (rolling release).
Delinea Secret Server,CSC-053,Secrets Management,Security Stack,No,"Not stated. The document mentions ""encrypted vault"" and ""strong password management controls"" but does not specify Post-Quantum Cryptography algorithms or support.",Commercial,Commercial (Delinea),,,No,High,Windows Cloud,Finance Healthcare Enterprise Government,https://delinea.com/products/secret-server,,Enterprise PAM credential vault. AES-256 secrets storage + classical TLS. PQC migration requires transport and key encryption layer upgrade.,Trusted Vendor,Verified,2026-03-31,assess,healthcare-pqc;kms-pqc;migration-program;secrets-management-pqc,VND-170,nist-csrc,doc-extraction,https://delinea.com/products/secret-server,2025,Delinea Secret Server: PAM solution. Uses Windows/.NET TLS. PQC depends on Windows TLS updates.,VALIDATED_NO_PQC,No native PQC. Will inherit PQC when Windows TLS stack adds ML-KEM support.
JumpCloud Directory Platform,CSC-042,Identity & Access Management (IAM),Security Stack,No,"Not stated. The document mentions ""Intelligent IT,"" ""Zero Trust,"" and ""AI-Powered"" features but contains no explicit mention of Post-Quantum Cryptography (PQC), quantum-resistant algorithms, or migration plans.",Commercial,Commercial (JumpCloud),,,No,High,Cloud (SaaS),SMB Enterprise Technology,https://jumpcloud.com,,Cloud directory platform replacing on-prem Active Directory. PQC migration needed for all LDAP/RADIUS/TLS communications. No GA PQC release as of Q1 2026.,Trusted Vendor,Verified,2026-03-31,assess,iam-pqc;migration-program,VND-175,iec,doc-extraction,https://jumpcloud.com/,2025,JumpCloud: cloud directory. No PQC-specific authentication features announced.,VALIDATED_NO_PQC,No PQC-specific features announced.
Teleport Access Platform,CSC-042,Identity & Access Management (IAM),Security Stack,No,"Not stated. The document mentions the use of ""Go crypto"" and certificate-based authentication but does not mention Post-Quantum Cryptography algorithms or migration plans.",Open Source/Commercial,Apache 2.0 / Commercial,17.x,,No,High,Linux macOS Windows Cloud,Technology Finance Cloud,https://goteleport.com,https://github.com/gravitational/teleport,Zero-trust access platform for SSH/K8s/databases. PQC via Go stdlib ML-KEM support. Certificate issuance requires ML-DSA migration.,Open Source/Commercial,Verified,2026-03-31,"assess,plan",iam-pqc;migration-program;vpn-ssh-pqc,VND-184,microsoft,doc-extraction,https://goteleport.com/,2025,Teleport: built in Go. Go 1.24+ enables PQC. Teleport v17+ may inherit X25519MLKEM768.,CORRECTED,CORRECTION: Teleport built in Go inherits PQC from Go 1.24 runtime.
HashiCorp Boundary,CSC-053,Secrets Management,Security Stack,No,"The document does not mention Post-Quantum Cryptography (PQC), quantum-resistant algorithms, or any migration plans for PQC. It only mentions the use of KMS keys and encryption for secrets.",Open Source/Commercial,BSL 1.1 / Commercial,0.18.x,,No,High,Linux macOS Windows Cloud,Technology Finance Cloud Enterprise,https://www.boundaryproject.io,https://github.com/hashicorp/boundary,Identity-based privileged access for dynamic infrastructure. PQC via HashiCorp portfolio roadmap — ML-KEM hybrid TLS when Go stdlib enables it.,Open Source/Commercial,Verified,2026-03-31,assess,kms-pqc;migration-program;secrets-management-pqc,VND-058,microsoft,doc-extraction,https://www.boundaryproject.io/,2025,HashiCorp Boundary: built in Go. Go 1.24+ enables PQC. Boundary may inherit X25519MLKEM768.,CORRECTED,CORRECTION: Boundary built in Go inherits PQC from Go 1.24 runtime.
Cloudflare Zero Trust,CSC-049,Cryptographic Discovery Platforms,Security Stack,Partial (with scope),"Cloudflare Zero Trust (formerly Cloudflare Access + Gateway) provides secure web gateway, CASB, and remote access. Cloudflare enabled ML-KEM-768 hybrid TLS 1.3 on its global network in 2024. Cloudflare WARP client supports PQC-protected tunnels. Cloudflare is a leader in real-world PQC deployment — 20%+ of TLS connections use ML-KEM hybrid.",Commercial,Commercial (Cloudflare),,,No,High,Cloud (SaaS) Windows macOS Linux iOS Android,Enterprise Technology Finance Healthcare,https://www.cloudflare.com/zero-trust/,,Zero-trust network access with ML-KEM hybrid TLS active on Cloudflare's global network. WARP client provides PQC-protected tunnels. Production PQC at global scale.,Trusted Vendor,Verified,2026-03-04,"test,migrate",arch-quantum-impact;healthcare-pqc;network-security-pqc;tls-basics;vpn-ssh-pqc;web-gateway-pqc,VND-057,cloudflare,no-cert-backing,https://developers.cloudflare.com/ssl/post-quantum-cryptography/pqc-and-zero-trust/,2025,End-to-end quantum-safe Zero Trust: hybrid ML-KEM. 35%+ traffic protected.,VALIDATED,PQC support validated with digital proof.
Zscaler Zero Trust Exchange,CSC-049,Cryptographic Discovery Platforms,Security Stack,Partial (with scope),"Provides 100% visibility into cryptographic protocols and algorithms. Acts as a ""Quantum Bridge"" using hybrid approaches (classical-to-quantum key exchange) to secure connections from Zscaler to destinations, protecting against ""Harvest Now, Decrypt Later"" attacks even if endpoints do not support PQC. Centrally manages crypto policies and updates algorithms via the cloud without hardware upgrades.",Commercial,Commercial (Zscaler),,,No,Critical,Cloud (SaaS),Enterprise Finance Government Healthcare,https://www.zscaler.com/products/zscaler-zero-trust-exchange,,Cloud-native SASE platform with TLS inspection at scale. PQC migration critical — handles TLS interception for millions of enterprise users. No GA PQC date published.,Trusted Vendor,Verified,2026-03-31,"assess,plan",arch-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;tls-basics;vpn-ssh-pqc;web-gateway-pqc,VND-190,nist-csrc,doc-extraction,https://www.zscaler.com/blogs/product-insights/introducing-post-quantum-cryptography-pqc-interactive-reporting-and-logging,2025,ML-KEM (FIPS 203) hybrid ECC+PQC. Deep inspection. PQC visibility reporting.,VALIDATED,PQC support validated with digital proof.
Splunk Enterprise,CSC-049,Cryptographic Discovery Platforms,Security Stack,No,"Not stated. The document describes data collection, indexing, visualization, SIEM, SOAR, and observability capabilities but contains no mention of Post-Quantum Cryptography (PQC), quantum-resistant algorithms, or migration plans.",Commercial,Commercial (Cisco/Splunk),9.4,2025-01,No,High,Linux Windows Cloud,Finance Government Healthcare Technology Defense,https://www.splunk.com/en_us/products/splunk-enterprise.html,,Leading SIEM platform. Valuable for PQC migration planning via cryptographic inventory dashboards. Core Splunk communications are classical TLS — no native PQC.,Trusted Vendor,Verified,2026-03-31,"assess,plan",aerospace-pqc;arch-quantum-impact;crypto-agility;healthcare-pqc;migration-program;ops-quantum-impact;platform-eng-pqc,VND-183,nist-csrc,doc-extraction,https://www.splunk.com/en_us/products/splunk-enterprise.html,2025,Splunk Enterprise: SIEM platform. No PQC-specific features announced.,VALIDATED_NO_PQC,No PQC-specific features announced.
Elastic Stack (ELK),CSC-049,Cryptographic Discovery Platforms,Security Stack,No,"Not stated in the provided text. The document mentions ""security"" as a feature but does not specify Post-Quantum Cryptography algorithms, implementation status, or maturity levels.",Open Source/Commercial,Elastic License 2.0 / Apache 2.0,9.3.2,2026-03,No,Medium,Linux Windows macOS Cloud,Technology Finance Healthcare Government,https://www.elastic.co/elastic-stack,https://github.com/elastic,Open-source SIEM and observability. Useful as PQC migration monitoring layer for TLS/cipher analytics. Core communications are classical TLS — no native PQC.,Open Source/Commercial,Verified,2026-03-31,"assess,plan",arch-quantum-impact;healthcare-pqc;migration-program;ops-quantum-impact;platform-eng-pqc,VND-172,microsoft,doc-extraction,https://www.elastic.co/elastic-stack/,2025,Elastic Stack: observability platform. No PQC-specific features announced.,VALIDATED_NO_PQC,No PQC-specific features announced.
Suricata IDS/IPS,CSC-018,Cryptographic Protocol Analyzers,Security Stack,No,"Not stated in the document. The text describes Suricata as a network security monitoring engine but contains no mention of Post-Quantum Cryptography algorithms, implementation status, or migration plans.",Open Source,GPL-2.0,8.0.3,2026-01-13,No,Medium,Linux BSD,Technology Finance Government Defense,https://suricata.io,https://github.com/OISF/suricata,Open-source IDS/IPS. PQC role: detection rules for ML-KEM hybrid TLS handshakes in network traffic. Used by SOCs to monitor enterprise PQC migration.,Open Source Foundation,Verified,2026-03-31,"assess,plan",aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;research-quantum-impact,VND-204,microsoft,doc-extraction,https://suricata.io/,2025,Suricata: IDS/IPS. Uses OpenSSL for TLS inspection. PQC TLS parsing requires OpenSSL 3.5+.,VALIDATED_NO_PQC,No native PQC. TLS inspection will need OpenSSL 3.5+ for PQC traffic parsing.
Zeek Network Analysis Framework,CSC-018,Cryptographic Protocol Analyzers,Security Stack,No,"Not stated in the document. The text describes Zeek as a network analysis framework with protocol analyzers but contains no mention of Post-Quantum Cryptography algorithms, implementation status, or migration plans.",Open Source,BSD-3-Clause,8.1,2026-01-21,No,Medium,Linux BSD macOS,Finance Government Defense Technology,https://zeek.org,https://github.com/zeek/zeek,Network analysis framework for TLS/protocol inspection. PQC role: detect ML-KEM hybrid cipher suites in TLS handshakes. Monitors enterprise PQC migration progress.,Open Source Foundation,Verified,2026-03-31,"assess,plan",aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;research-quantum-impact,VND-203,microsoft,doc-extraction,https://zeek.org/,2025,Zeek: network analysis. No PQC-specific analysis features announced.,VALIDATED_NO_PQC,No PQC-specific features announced.
Tenable Nessus Professional,CSC-018,Cryptographic Protocol Analyzers,Security Stack,No,"Not stated. The document focuses on vulnerability assessment, CVE coverage, and compliance checks but contains no mention of Post-Quantum Cryptography algorithms, support, or migration plans.",Commercial,Commercial (Tenable),10.9,2025-01,No,High,Linux Windows macOS,Finance Government Healthcare Enterprise Defense,https://www.tenable.com/products/nessus,,Leading vulnerability scanner with TLS/cipher suite assessment plugins. Used for PQC migration readiness scans. Tenable One provides enterprise-scale cryptographic inventory.,Trusted Vendor,Verified,2026-03-31,assess,aerospace-pqc;arch-quantum-impact;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management;research-quantum-impact,VND-185,cmvp,doc-extraction,https://www.tenable.com/products/nessus,2025,Tenable Nessus: vulnerability scanner. No native PQC crypto implementation.,VALIDATED_NO_PQC,Vulnerability scanning tool. No native PQC crypto implementation.
Rapid7 InsightVM,CSC-018,Cryptographic Protocol Analyzers,Security Stack,No,"The document does not mention Post-Quantum Cryptography (PQC) support, algorithms, or migration plans. It references NIST CNSA strength encryption for the Scan Assistant but does not specify PQC algorithms.",Commercial,Commercial (Rapid7),,,No,High,Cloud (SaaS) On-Premises,Finance Healthcare Government Enterprise,https://www.rapid7.com/products/insightvm/,,Vulnerability management with quantum readiness dashboard. Maps cryptographic dependencies for PQC migration planning. TLS/cert assessment across enterprise endpoints.,Trusted Vendor,Verified,2026-03-31,assess,arch-quantum-impact;crypto-dev-apis;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management;research-quantum-impact,VND-165,cmvp,doc-extraction,https://www.rapid7.com/products/insightvm/,2025,Rapid7 InsightVM: vulnerability management. No PQC-specific scanning features.,VALIDATED_NO_PQC,No PQC-specific features found.
Qualys Cloud Platform,CSC-018,Cryptographic Protocol Analyzers,Security Stack,No,"Not stated. The document focuses on vulnerability management, threat intelligence, and certificate inventory but contains no mention of Post-Quantum Cryptography algorithms or migration capabilities.",Commercial,Commercial (Qualys),,,No,High,Cloud (SaaS),Finance Healthcare Government Enterprise,https://www.qualys.com/apps/vulnerability-management-detection-response/,,Cloud-native vulnerability management. SSL Labs provides public TLS cipher grading. Enterprise VM provides cryptographic inventory for PQC migration baseline.,Trusted Vendor,Verified,2026-03-31,assess,arch-quantum-impact;healthcare-pqc;migration-program;ops-quantum-impact;pqc-risk-management;research-quantum-impact,VND-164,cmvp,doc-extraction,https://www.qualys.com/cloud-platform/,2025,Qualys: cloud security platform. No PQC-specific features announced.,VALIDATED_NO_PQC,No PQC-specific features announced.
AWS Identity and Access Management (IAM),CSC-042,Identity & Access Management (IAM),Security Stack,"Yes (ACVP: ML-DSA, ML-KEM)",AWS IAM is the access control service for all AWS resources. AWS has enabled ML-KEM hybrid TLS 1.3 on the AWS API endpoints and console. IAM policy signing and STS token signing (SigV4) use classical HMAC-SHA256. AWS has not announced ML-DSA migration for SigV4 or IAM credentials. AWS Nitro Enclaves and KMS are separate PQC migration targets.,Commercial,Commercial (AWS),,,Yes (FedRAMP High / FIPS endpoints),Critical,AWS Cloud,Enterprise Finance Government Healthcare,https://aws.amazon.com/iam/,,AWS access control service. ML-KEM hybrid TLS active on AWS API endpoints. SigV4 token signing remains classical — PQC migration for credentials pending.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",compliance-strategy;crypto-dev-apis;healthcare-pqc;iam-pqc;kms-pqc;migration-program,VND-001,amazon-aws,doc-extraction,https://aws.amazon.com/blogs/security/how-to-create-post-quantum-signatures-using-aws-kms-and-ml-dsa/,2025-06,IAM resource control policies enforce ML-DSA/ML-KEM TLS. IAM Roles Anywhere supports ML-DSA PKIs.,VALIDATED,PQC support validated with digital proof.
