id,label,description,industries,industries_source_text,countries,requires_pqc,deadline,deadline_kind,deadline_dates,notes,enforcement_body,library_refs,learn_modules,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
PH-DPA,Philippines Data Privacy Act (RA 10173),Philippines Data Privacy Act of 2012 (Republic Act No. 10173) — enforced by the National Privacy Commission (NPC); mandates encryption for sensitive personal information at rest and in transit.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,PH,no,Ongoing,ongoing,,"NPC Circular 16-01 requires AES-256 (or equivalent) for sensitive personal information held by government and material covered entities. DICT (Department of Information and Communications Technology) is the lead on national cybersecurity and tracks NIST PQC outputs for inclusion in the National Cybersecurity Plan 2023-2028. HNDL exposure on national-ID (PhilSys) and banking data is the primary near-term concern. | Citation repointed 2026-08-09 off the National Privacy Commission homepage onto the Commission's Data Privacy Act page (Republic Act 10173). Retrieved 2026-08-09 through the resilient fetcher (curl_cffi/chrome124, HTTP 200, 277,719 bytes); a plain fetcher gets 403 from the WAF.",NPC (Philippines); DICT,NIST-SP-800-131A-Rev3,,,compliance_framework,https://privacy.gov.ph/data-privacy-act/,compliance/PH-DPA.html,npc-ph,yes,NPC,url_authoritative,85,cswp39:governance,52;54;51;92,active,,,,2026-08-09
EE-CSA,Estonia Cybersecurity Act + RIA PQC Guidance,"Estonian Cybersecurity Act (2018, updated for NIS2 transposition 2024) — enforced by RIA (Information System Authority); applies to operators of essential and important services; aligns with EUCC and ENISA PQC guidance.",Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,EE,guidance,Ongoing,ongoing,,"Estonia operates the most mature national digital-signature ecosystem in the EU (ID-card, Mobile-ID, Smart-ID — all eIDAS qualified). RIA has issued written guidance to qualified trust service providers (QTSPs) to begin PQC readiness assessments aligned with ENISA and ETSI TS 119 312. Estonia transposed NIS2 in 2024 with explicit reference to post-quantum migration as a ""state of the art"" obligation. No fixed PQC deadline but RIA expects QTSPs to publish PQC roadmaps by 2027. | Citation repointed 2026-08-09 off the RIA homepage onto the consolidated English text of the Cybersecurity Act (Kuberturvalisuse seadus) in Riigi Teataja. | 2026-08-16: Cache was stale (predated the 2026-08-09 citation repoint); refreshed cache now matches the already-correct website URL (Riigi Teataja Cybersecurity Act text).",RIA (Estonian Information System Authority),NIST-SP-800-131A-Rev3,,,compliance_framework,https://www.riigiteataja.ee/en/eli/ee/523052018003/consolide/current,compliance/EE-CSA.html,ria-ee,yes,RIA,url_authoritative,85,cswp39:governance,52;54;51;92,active,,,,2026-08-16
IE-NCSC,Ireland NCSC PQC Guidance + NIS2 Transposition,Irish National Cyber Security Centre PQC guidance plus NIS2 transposition via the National Cyber Security Bill 2024 — enforced by NCSC-IE under DECC; aligns with ENISA PQC guidelines and EUCC.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,IE,no,Ongoing,ongoing,,"NCSC-IE published the 2023 ""Quantum Threat to Cryptography"" advisory recommending that public-sector and CII operators begin crypto inventory and PQC readiness work. Ireland transposed NIS2 via the National Cyber Security Bill 2024 (assented 2025) with a ""state of the art"" cryptography duty that explicitly contemplates PQC migration. NCSC-IE coordinates with ENISA, NCSC-UK, and BSI on cross-border guidance. | requires_pqc guidance -> no 2026-08-09. Both halves of this row's claim fail. (a) Ireland's NCSC publishes no PQC guidance: on the NCC-IE research page, quantum-resistant cryptography appears only as Priority Research Area 9 — open questions ('What implications will quantum-resistant cryptography have on existing tech?'), explicitly framed as areas where 'new evidence, methods, and insight would be of significant value to the State'. (b) NIS2 is not transposed: the National Cyber Security Bill 2024 was still unenacted and the European Commission issued Ireland a reasoned opinion in May 2025 for failure to notify transposition. Citation repointed to the published General Scheme, which is what actually exists. | Citation repointed 2026-08-09 off the NCSC-IE homepage onto the published General Scheme of the National Cyber Security Bill 2024 — the only Irish instrument that exists here. | 2026-08-16: Cache was stale (predated the 2026-08-09 citation repoint); refreshed cache now matches the already-correct website URL (gov.ie General Scheme page).",NCSC-IE (under DECC),NIST-SP-800-131A-Rev3,,,compliance_framework,https://www.gov.ie/en/department-of-justice-home-affairs-and-migration/publications/general-scheme-of-the-national-cyber-security-bill-2024/,compliance/IE-NCSC.pdf,ncsc-ie,yes,NCSC-IE,url_authoritative,85,cswp39:governance,52;54;51;92,active,,,,2026-08-16
BE-NIS2,Belgium NIS2 Transposition + CCB Cybersecurity Strategy,Belgian NIS2 transposition (Law of 26 April 2024) + the Centre for Cybersecurity Belgium (CCB) Cybersecurity Strategy 2.0 — covers essential and important entities with explicit reference to post-quantum migration.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,BE,guidance,Ongoing,ongoing,,"Belgium transposed NIS2 via the Law of 26 April 2024 (effective 18 October 2024) with the CCB as competent authority. The CCB Cybersecurity Strategy 2.0 (2021-2025) names post-quantum cryptography as a strategic axis; the CCB has published organisational guidance for crypto-agility inventories. Belgium also hosts the EU institutions which themselves run PQC pilots under the Commission DG DIGIT. | Citation repointed 2026-08-09 off the CCB homepage onto the CCB's NIS2 regulation page covering the Law of 26 April 2024 (published Moniteur belge 17 May 2024, in force 18 October 2024). Retrieved 2026-08-09 through the resilient fetcher (curl_cffi/chrome124, HTTP 200, 60,442 bytes); a plain fetcher gets 403 from the WAF.",CCB (Centre for Cybersecurity Belgium),NIST-SP-800-131A-Rev3,,,compliance_framework,https://ccb.belgium.be/regulation/nis2,compliance/BE-NIS2.pdf,ccb-be,yes,CCB,url_authoritative,85,,52;54;51;92,active,,,NIS2,2026-08-09
AT-NIS2,Austria NIS2 Transposition + A-SIT Guidance,Austrian NIS2 transposition (NISG 2024) + A-SIT (Zentrum für sichere Informationstechnologie - Austria) guidance — covers operators of essential and important services; A-SIT is the recognised national crypto-evaluation body.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,AT,guidance,Ongoing,ongoing,,"Austria transposed NIS2 via NISG 2024 with the Bundesministerium für Inneres (BMI) as competent authority and BKA as policy lead. A-SIT (jointly funded by BMF, BKA, and TU Graz) provides crypto-evaluation services for the national A-Trust QTSP and the Bürgerkarte ecosystem; A-SIT tracks ETSI/BSI PQC guidance and supports A-Trust PQC readiness planning. No fixed PQC deadline; ENISA / ETSI alignment is the operative reference. | Citation repointed 2026-08-09 off the A-SIT homepage onto the consolidated federal text of the Netz- und Informationssystemsicherheitsgesetz in RIS. | 2026-08-16: Cache was stale (predated the 2026-08-09 citation repoint); refreshed cache now matches the already-correct website URL (RIS consolidated NISG text).",BMI; A-SIT,NIST-SP-800-131A-Rev3,,,compliance_framework,https://www.ris.bka.gv.at/GeltendeFassung.wxe?Abfrage=Bundesnormen&Gesetzesnummer=20010536,compliance/AT-NIS2.html,asit-at,yes,A-SIT,url_authoritative,85,cswp39:assurance;cswp39:governance,52;54;51;92,active,,,,2026-08-16
PL-NCSC,Poland Cyber Security Act + NASK PQC Program,"Polish National Cybersecurity System Act (2018, NIS2 amendment 2024) — enforced by Ministry of Digital Affairs with NASK as the national CERT/research body; tracks NIST PQC for public-sector adoption.",Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,PL,guidance,Ongoing,ongoing,,"Poland transposed NIS2 via a 2024 amendment to the Cybersecurity Act (Ustawa o krajowym systemie cyberbezpieczeństwa). CSIRT NASK and CSIRT GOV publish technical guidance for public-sector cryptography; NASK research division participates in EU PQC projects (PQ-REACT, EuroQCI) and the national Quantum Communications Infrastructure (PIONIER-Q) pilot. No explicit PQC deadline but public-sector procurement is expected to require crypto-agility from 2027. | Citation repointed 2026-08-09 off the NASK homepage onto the Act itself (ustawa o krajowym systemie cyberbezpieczenstwa, Dz.U. 2018 poz. 1560) in ISAP. Note for the next refresh: the Act was amended again on 23 January 2026 (Dz.U. 2026 poz. 252), so the row's 'NIS2 amendment 2024' framing is now a revision behind. | 2026-08-16: Cache was stale and the ISAP HTML page is WAF-blocked; replaced with the Act's official PDF text fetched via ISAP's own download endpoint.",Ministry of Digital Affairs; NASK,NIST-SP-800-131A-Rev3,,,compliance_framework,https://isap.sejm.gov.pl/isap.nsf/download.xsp/WDU20180001560/O/D20181560.pdf,compliance/PL-NCSC.pdf,nask-pl,yes,NASK,url_authoritative,85,cswp39:governance,52;54;51;92,active,,,,2026-08-16
CO-LEY1581,Colombia Habeas Data Law 1581/2012,Colombia Statutory Law 1581 of 2012 (Habeas Data) plus Decree 1377/2013 — enforced by SIC (Superintendencia de Industria y Comercio); requires adequate technical measures for personal-data security.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,CO,no,Ongoing,ongoing,,SIC has issued external Circulares on accountability and security (including Circular 003 of 2018) that reference internationally recognised cryptography. MinTIC and ColCERT track NIST PQC outputs; the 2023 National Digital Security Policy (CONPES 3995) flags post-quantum readiness as a forward-looking priority for critical infrastructure and the digital-trust framework. | Citation repointed 2026-08-09 off the SIC homepage onto the official text of Ley 1581 de 2012 in the Gestor Normativo.,SIC; MinTIC; ColCERT,NIST-SP-800-131A-Rev3,,,compliance_framework,https://www.funcionpublica.gov.co/eva/gestornormativo/norma.php?i=49981,compliance/CO-LEY1581.html,sic-co,yes,SIC,url_authoritative,85,,52;54;51;92,active,,,,2026-08-16
PE-LDP,Peru Personal Data Protection Law (Law 29733),Peru Law No. 29733 on Personal Data Protection (2011) + Supreme Decree 003-2013-JUS — enforced by ANPD; requires technical security measures including encryption for sensitive personal data.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,PE,no,Ongoing,ongoing,,ANPD (Autoridad Nacional de Protección de Datos Personales) operates under the Ministerio de Justicia and publishes security guidance referencing ISO 27001 and NIST SP 800-53 control families. PCM-SeGDi (Secretaría de Gobierno y Transformación Digital) leads national digital-trust strategy and tracks NIST PQC outputs through the Peru-OECD Going Digital review. No explicit PQC deadline. | 2026-08-16: Cache held the ANPD agency homepage; replaced with the actual Ley 29733 text PDF.,ANPD (Peru); PCM-SeGDi,NIST-SP-800-131A-Rev3,,,compliance_framework,https://cdn.www.gob.pe/uploads/document/file/2011398/Ley%20N%C2%BA%2029733%20-%20Ley%20de%20protecci%C3%B3n%20de%20datos%20personales.pdf.pdf,compliance/PE-LDP.pdf,anpd-pe,yes,ANPD,url_authoritative,85,,52;54;51;92,active,,,,2026-08-16
UY-LPDP,Uruguay Personal Data Protection Law (Law 18.331),Uruguay Law 18.331 on Protection of Personal Data + URCDP guidance — enforced by the Personal Data Regulation and Control Unit (URCDP) within AGESIC; Uruguay holds an EU adequacy decision since 2012.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,UY,no,Ongoing,ongoing,,URCDP guidance under Law 18.331 requires controllers to apply technical security measures proportionate to risk; AGESIC (Agencia para el Gobierno Electrónico y la Sociedad de la Información) operates the national PKI (raíz nacional) and tracks NIST PQC outputs for inclusion in the next root-CA refresh cycle. Uruguay is the only Latin-American country with an EU GDPR adequacy decision (renewed 2024) which provides an additional channel for aligning on ENISA PQC guidance. | 2026-08-16: Cache held the URCDP agency homepage; replaced with the actual Ley 18.331 text on the official IMPO legal database.,URCDP; AGESIC,NIST-SP-800-131A-Rev3,,Uruguay:AGESIC,compliance_framework,https://www.impo.com.uy/bases/leyes/18331-2008,compliance/UY-LPDP.html,urcdp-uy,yes,AGESIC,url_authoritative,85,cswp39:lifecycle,52;54;51;92,active,,,,2026-08-16
RU-TC26,Russia GOST Cryptography (TC 26),"Russian national cryptographic standards maintained by Technical Committee 26 (TC 26) of Rosstandart under FSB oversight — GOST R 34.10-2012 (signatures), GOST R 34.11-2012 (Streebog), GOST R 34.12-2015 (Kuznyechik/Magma).",Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,RU,no,Ongoing,ongoing,,"Russia operates a separate national crypto regime: products sold into Russian regulated sectors must use FSB-certified GOST algorithms, not NIST. TC 26 has published draft post-quantum work items but no formal PQ-GOST has been standardised as of 2026; recent academic output focuses on hash-based and code-based candidates. Western PQC adoption is unlikely to apply to Russian regulated procurement. | 2026-08-16: Upgraded from the general TC26 standards index to the National Standards sub-page that names the specific GOST standards the row cites.",FSB; TC 26 (Rosstandart),NIST-SP-800-131A-Rev3,,Russia:TC26,compliance_framework,https://tc26.ru/standarts/natsionalnye-standarty/,compliance/RU-TC26.html,tc26-ru,yes,TC 26,url_authoritative,60,cswp39:governance,52;54;51;92,active,,,,2026-08-16
