source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,patents_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
osslsigncode-project,osslsigncode Project,Vendor,3_Supporting,,https://github.com/mtrojnar/osslsigncode,"osslsigncode Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ovh-groupe-sa,OVH Groupe SA,Vendor,3_Supporting,,https://www.ovhcloud.com,"OVH Groupe SA — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
owasp,OWASP Quantum,Industry_Workgroup,2_Core,Global,https://owasp.org/,Application security guidance for quantum-safe development,Verified,2025-12-15,No,No,No,No,No,No,Yes,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
owasp-cyclonedx,OWASP CycloneDX,Standards_Body,2_Core,Global,https://cyclonedx.org/,OWASP/Ecma BOM standard defining CBOM (Cryptography Bill of Materials) for crypto-asset inventories,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
p11-glue-project,p11-glue Project,Vendor,3_Supporting,,https://p11-glue.github.io,"p11-glue Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
packetlight-networks-ltd,PacketLight Networks Ltd.,Vendor,3_Supporting,,https://www.packetlight.com,"PacketLight Networks Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
palo-alto,Palo Alto Networks,Industry_Workgroup,3_Supporting,Global,https://www.paloaltonetworks.com/,SASE and NGFW with PQC-ready encryption; GlobalProtect VPN and Prisma SASE,Verified,2026-03-28,No,No,No,No,No,No,Yes,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
pasqal,Pasqal,Industry_Workgroup,3_Supporting,EMEA,https://www.pasqal.com/,French quantum computing company building neutral-atom quantum processors; partnered with Aramco to deploy first quantum computer in Saudi Arabia,Verified,2026-03-28,No,No,No,No,Yes,No,No,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
payara-foundation,Payara Foundation,Vendor,3_Supporting,,https://payara.fish,"Payara Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
pci-ssc,PCI Security Standards Council,Standards_Body,2_Core,Global,https://www.pcisecuritystandards.org/,Payment Card Industry security standards; PCI DSS v4.0.1 crypto requirements,Verified,2026-03-28,No,No,No,Yes,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
ping-identity-holdings-corp,Ping Identity Holdings Corp.,Vendor,3_Supporting,,https://pingidentity.com,"Ping Identity Holdings Corp. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
pki-consortium,PKI Consortium,Standards_Body,2_Core,Global,https://pkic.org/,Public key infrastructure industry coordination and PQC conferences,Verified,2025-12-15,Yes,Yes,No,No,Yes,No,No,No,2,2026-05-07,Active,library,,url_authoritative,,,,2026-05-06,active,,
polkadot,Web3 Foundation (Polkadot),Vendor,3_Supporting,Global,https://web3.foundation/,Web3 Foundation stewarding Polkadot; funds research on post-quantum secure protocols,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_needs_review,,,,2026-07-09,active,,
ponemon,Ponemon Institute,Industry_Analyst,3_Supporting,Americas,https://www.ponemon.org/,Independent IT security research institute; publishes PKI and cryptography trends surveys,Verified,2026-05-10,No,Yes,No,No,No,No,No,No,2,2026-05-10,Active,library,Added 2026-05-10: restored library records require valid trust path,url_needs_review,Ponemon Institute,Industry_Analyst,ponemon.org,2026-05-10,active,,
post-quantum-cryptography-alliance,Post-Quantum Cryptography Alliance,Vendor,3_Supporting,,https://pqca.org,"Linux Foundation-hosted PQCA; publishes open-source PQC reference implementations (mldsa-native, cuPQC SDK, etc.).",Verified,2026-07-27,No,No,No,No,No,No,Yes,No,0,,None,none,Created 2026-07-27 alongside vendor registration.,url_needs_review,,,,,active,,
post-quantum-ltd,Post-Quantum Ltd,Vendor,3_Supporting,,https://www.post-quantum.com,"Post-Quantum Ltd — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
postfix-project,Postfix Project,Vendor,3_Supporting,,https://www.postfix.org,"Postfix Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
postgresql-global-development-group,PostgreSQL Global Development Group,Vendor,3_Supporting,,https://postgresql.org,"PostgreSQL Global Development Group — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
powerdns-bv-desec-ev,PowerDNS BV / deSEC e.V.,Vendor,3_Supporting,,https://www.powerdns.com,"PowerDNS BV / deSEC e.V. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
pqca,PQCA (Post-Quantum Cryptography Alliance),Standards_Body,2_Core,Americas,https://www.pqca.org/,Industry alliance for PQC adoption and standards harmonization,Verified,2025-12-15,No,No,Yes,No,No,No,No,No,0,,None,none,Fixed tagging: leaders_csv algorithm_csv,url_authoritative,,,,2026-05-06,active,,
pqcee-inc,pQCee Inc.,Vendor,3_Supporting,,https://www.pqcee.com/,"pQCee Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
pqcrypto-alliance,Post-Quantum Cryptography Alliance,Standards_Body,2_Core,Global,https://pqcrypto.org/,Research consortium coordinating PQC development and analysis,Verified,2025-12-15,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
pqctoday-project,pqctoday Project,Vendor,3_Supporting,,https://github.com/pqctoday-org/pqctoday-tpm,"pqctoday Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 3 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
pqnet-project,PQnet Project,Vendor,3_Supporting,,https://github.com/pdb0102/PQnet,,Verified,2026-07-31,No,No,No,No,No,No,No,No,0,,None,none,"Auto-created 2026-07-31 by register_vendor.py alongside vendor registration VND-529 — vendor's own primary website, not independently third-party verified.",url_needs_review,,,,,active,,
pqsecure-technologies-inc,"PQSecure Technologies, Inc.",Vendor,3_Supporting,,https://pqsecurity.com,"PQSecure Technologies, Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 2 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
pqshield,PQShield,Industry_Workgroup,3_Supporting,Global,https://pqshield.com/,Commercial PQC solutions provider; quantum-resistant semiconductor IP and cryptography,Verified,2026-02-13,Yes,No,Yes,No,Yes,No,Yes,No,3,2026-05-07,Active,none,,url_needs_review,,,,2026-05-06,active,,
pqstation,PQStation,Industry_Workgroup,4_Contextual,Global,https://pqstation.com/,Early-stage PQC startup providing post-quantum cryptography solutions,Verified,2026-05-06,Yes,No,No,No,No,No,No,No,0,,None,none,[Resolved 2026-05-06: verification_status updated from Pending to Verified],url_needs_review,,,,2026-05-06,active,,
pra-uk,Bank of England — Prudential Regulation Authority,Government,1_Authoritative,EMEA,https://www.bankofengland.co.uk/prudential-regulation,"UK prudential regulator for banks, insurers, and major investment firms. SS1/21 'Operational resilience' and successor cyber-resilience supervisory statements drive cryptographic-control expectations for Tier 1/2 financial firms; PRA has been the most specific UK body on quantum-risk timelines for FS.",Verified,2026-05-16,No,No,No,No,No,Yes,No,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
prestige-systems,Prestige Systems,Vendor,3_Supporting,,https://prestigesystems.com,"Prestige Systems — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
procivis-ag,Procivis AG,Vendor,3_Supporting,,https://procivis.ch,"Procivis AG — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
